,title,price,link
77,"Lenovo LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 3050A 4GB (12GB RAM/512B SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00HNIN AI Gaming Laptop","61,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1ODc2OTYzOTc4NTEwOTc0OjE3NTEzNTEzMjI6c3BfYXRmX25leHQ6MzAwNTg3ODQ3NDEzNzMyOjowOjo&url=%2FLenovo-7235HS-Refresh-Windows-83JC00HNIN%2Fdp%2FB0F832WDMW%2Fref%3Dsr_1_161_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351322%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
78,"HP OmniBook X Laptop, SnapdragonÂ® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU","1,25,495",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1ODc2OTYzOTc4NTEwOTc0OjE3NTEzNTEzMjI6c3BfYXRmX25leHQ6MzAwNTc4MzQ2ODAwOTMyOjowOjo&url=%2FHP-OmniBook-Snapdragon%25C2%25AE-X1E-78-100-14-fe0121QU%2Fdp%2FB0D84427H6%2Fref%3Dsr_1_162_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351322%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
79,OneAssist 2 Years Total Protection Plan for Laptop Between INR 30001-40000 (E-Mail Delivery Only),"1,799",https://amazon.in/OneAssist-Protection-Between-30001-40000-Delivery/dp/B0CM7C4NVH/ref=sr_1_163?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-163
80,"Dell WM118 Wireless Mouse, 1000DPI, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Plug and Play, Ambidextrous - Black",649,https://amazon.in/DELL-WM118-Wireless-Optical-Mouse/dp/B07JPX9CR7/ref=sr_1_164?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-164
81,"Portronics Mport 31C USB C Hub (4-in-1), Type C Multiport Adapter with 1 x USB 3.0 & 3 x USB 2.0 Ports, up to 5 Gbps High Speed Data Transfer for Laptop, MacBook, PC (Grey)",399,https://amazon.in/Portronics-MPORT-Type-Ports-Transfer/dp/B09M869Z5V/ref=sr_1_165?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-165
82,"Logitech B170 Wireless Mouse with USB Receiver,(Black)",645,https://amazon.in/Logitech-B170-Wireless-Mouse-Black/dp/B01J0XWYKQ/ref=sr_1_166?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-166
83,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",994,https://amazon.in/Logitech-M235-Wireless-Mouse-Blue/dp/B008QS8PJG/ref=sr_1_167?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-167
84,Simmtronics 8GB DDR3L Laptop RAM 1600 MHz (PC 12800) with 3 Year Warranty,660,https://amazon.in/Simmtronics-DDR3L-1600MHz-SODIMM-Laptop/dp/B07C4WKJR4/ref=sr_1_168?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-168
85,"Ambrane 7-in-1 Cleaning Kit | All-in-One Keyboard Cleaning Kit with Brush & Cleaner for Bluetooth, AirPods, Laptop, Tablet, Phone, iPad, Smartwatch, MacBook, Earbuds & PC Accessories (ACK-02 White)",279,https://amazon.in/Ambrane-Bluetooth-Smartwatch-Accessories-ACK-02/dp/B0DNMXY6YC/ref=sr_1_169?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-169
86,FACTOTECH USB C to Smart Tip Connector 4.5 x 3.0mm for HP Laptops 100w PD Converter USB C to Smart Tip Connector,499,https://amazon.in/FACTOTECH-Connector-Laptops-PD-Converter/dp/B0CSXM1FK4/ref=sr_1_170?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-170
87,Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,"20,432",https://amazon.in/Lenovo-Celeron-Graphics-MS-Office-Warranty/dp/B0CP615Z5M/ref=sr_1_35?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9._s4_oEL-TrwUXW_PdXesXTe_BBbew7jC8C9tAl_9FYwcwJfWZI2O_mHkZrYrIy9iz5sCbF2eeO3cJ471xmElP7T9P_s6Nkb2PM6qn-qSkrTNN42hJmoKUk_sURxsWnmjmyVlfZ8O6gJBzEbKRA5rdJ40SAw-JqksHBoIp2ZnzKPc0l_W0Wrb8zGExfG14k_Qz64xRxDY_ebjVn84jSaBzhzTACWCGtgMDyGHzX8zq5k.KyE35HuNDyvdzG7goZPUpAUSumPiA7yZAjzfdKQTvz4&dib_tag=se&keywords=laptop&qid=1751351257&sprefix=lapto%2Caps%2C654&sr=8-35
88,"CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Processor 15.6"" Laptop with 16GB DDR4 RAM and 512GB SSD, FHD Display, Backlit Keyboard, Windows 11, Gray, 3xUSB3.0,1xHDMI,SD Card Slot,3.5MM,Camera Switch","33,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1ODc2OTYzOTc4NTEwOTc0OjE3NTEzNTEzMjI6c3BfbXRmOjMwMDYwMDI5MjY3NzkzMjo6MDo6&url=%2FCoreBook-i5-12450H-Processor-Keyboard-3xUSB3-0%2Fdp%2FB0D876WXM7%2Fref%3Dsr_1_171_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351322%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
89,"HP Envy x360 AI Laptop, Intel Core Ultra 5 125U, 12 TOPS, 16GB LPDDR5, 512GB SSD, (Win11, Office21, Blue, 1.44 kg) Touchscreen, 3K, OLED, 14-inch (35.6cm), Integrated graphics, 5MP IR camera, fc0078TU","96,400",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1ODc2OTYzOTc4NTEwOTc0OjE3NTEzNTEzMjI6c3BfbXRmOjMwMDUzMzgxMDg3ODQzMjo6MDo6&url=%2FHP-Enhanced-14-inch-graphics-fc0078TU%2Fdp%2FB0CWFHH47G%2Fref%3Dsr_1_172_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351322%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB
90,"Amkette Ergo Fold X Laptop Stand Metal, 6-Level Adjustable Angles, Supports up to 15.6 inches Laptops, Premium Aluminium Build, Lightweight & Portable, Anti-Slip Silicone Pads, Smart Heat Dissipation",389,https://amazon.in/Amkette-Fold-Adjustable-Lightweight-Dissipation/dp/B0DTF8Y8FR/ref=sr_1_173?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-173
91,"amazon basics Wired Mouse | 1000 DPI Optical Sensor | Plug and Play | Compatible with PC, Laptop (Black)",199,https://amazon.in/Amazon-Basics-Optical-Sensor-Compatible/dp/B0C9TJ1ZW2/ref=sr_1_174?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-174
92,"Sounce USB 3.0 & Type C External CD DVD Writer RW Optical Drive CD/DVD ROM +/-RW CD Burner Drive with SD/TF Card Reader Ports, USB 3.0 to C Hub for Laptop, PC, MacBook, Desktop, Notebook - Black","1,399",https://amazon.in/Sounce-External-Optical-MacBook-Notebook/dp/B0D8744SSH/ref=sr_1_175?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-175
93,"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery, Triple Output, Power Delivery & Quick Charge (Powerlit Ultra, Black)","4,999",https://amazon.in/Ambrane-Charging-Powerbank-Delivery-Powerlit/dp/B0BYVDM93V/ref=sr_1_176?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-176
94,Lenovo Original 65W 20V 3.25A Standard USB Type-C Ac Adapter,"1,436",https://amazon.in/Lenovo-USB-C-watt-AC-Adapter/dp/B07NVY84S3/ref=sr_1_177?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-177
95,"Portronics Clean G 20 in 1 Multipurpose Device Cleaner Cleaning Kit for Laptops, Smartphones, Keyboards, Desktop & Earphones(White)",698,https://amazon.in/Portronics-Multipurpose-Smartphones-Keyboards-Earphones/dp/B0CG1WJVH3/ref=sr_1_178?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-178
96,HP M080 Wired Mouse (AB3C5AA),321,https://amazon.in/HP-M080-Wired-Mouse-AB3C5AA/dp/B0DXPPBVPP/ref=sr_1_179?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-179
97,"amazon basics Double Layer Laptop Stand, 7X9 Height & Angle Adjustable Aluminum Tabletop Riser, Fits Upto 17 Inch Laptops (Silver)",999,https://amazon.in/AmazonBasics-Adjustable-Aluminum-Tabletop-Laptops/dp/B0C8MQCWHT/ref=sr_1_180?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.GYxQ8UvjFL9I27jRFHGHpyh9mSZkPTX0HL7kxPeOzRb9BP6V-QSbOSWnfU0vO2C6gsFaDGvet3hltNqurCX1l_G1u_Nf1vBcRWA6FfEMM3DF9ZZlTbIk7fZmVLZHlY3XYKpLhOcajO4Gp-2g4AQ_AKQ9cAQQk2UFNJUUV_hjGXKXz7KDvdfaHGOSdYaJBtuQXygv1u0sjIdSkOvoEnscE0vARm96-P_gcpvkJX0DzxM.oBdpcjWU6H4lezNf6hIGLO8_aMff7z7tBNCA-PG5lsE&dib_tag=se&keywords=laptop&qid=1751351322&sprefix=lapto%2Caps%2C654&sr=8-180
98,"Lenovo {Smartchoice} Idea Tab Pro with Pen Plus|12.7"" 3K Display|144 Hz Refresh|12 GB RAM, 256 GB ROM| AI-Enabled| MediaTek Dimensity 8300|Quad JBL Speakers|10200 mAh Battery with 45 W Charger|WiFi 6e","30,999",https://amazon.in/Lenovo-Smartchoice-AI-Enabled-MediaTek-Dimensity/dp/B0DZCB3G9Q/ref=sr_1_36?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9._s4_oEL-TrwUXW_PdXesXTe_BBbew7jC8C9tAl_9FYwcwJfWZI2O_mHkZrYrIy9iz5sCbF2eeO3cJ471xmElP7T9P_s6Nkb2PM6qn-qSkrTNN42hJmoKUk_sURxsWnmjmyVlfZ8O6gJBzEbKRA5rdJ40SAw-JqksHBoIp2ZnzKPc0l_W0Wrb8zGExfG14k_Qz64xRxDY_ebjVn84jSaBzhzTACWCGtgMDyGHzX8zq5k.KyE35HuNDyvdzG7goZPUpAUSumPiA7yZAjzfdKQTvz4&dib_tag=se&keywords=laptop&qid=1751351257&sprefix=lapto%2Caps%2C654&sr=8-36
99,"Cyborg 15 AI, Intel Core Ultra 5 125H, Built-in AI, 40CM Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050, GDDR6 6GB/Translucent Black/1.9Kg), A1VEK-051IN","89,990",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMDY4NTgwNjI5ODg3Nzg5OjE3NTEzNTEzMjk6c3BfYXRmX25leHQ6MzAwNjA3OTE3NDE2NDMyOjowOjo&url=%2FMSI-Cyborg-15-Translucent-A1VEK-051IN%2Fdp%2FB0CV427854%2Fref%3Dsr_1_177_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.EMpl5cA0J-BfMh9E_xxDmtzM48DzZiCyTptnysAkmeV_IdkxS0IdbpN1fbgSzL-YVdpfRiYgPxjmAMT6Vb4R1kM3unBN4kZPQjBJWPqbJa-Z5uHs5razQDEIyooB5zriTWWciu6F6GhWQlJyfZTWTI17d2VFAY1GVvxIrD7rugZHb5aO3Cj10WXe-TXp66GDfCk01FLOpvsrvB-6MYskj4GWgfS7aXA3v3fr08oVHRA.MDPlw3EJBDOvy5dQlKifeLtI1-_F7VF78lPo1xQE8Pc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351329%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
100,"Lenovo LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 3050A 4GB (12GB RAM/512B SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00HNIN AI Gaming Laptop","61,990",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMDY4NTgwNjI5ODg3Nzg5OjE3NTEzNTEzMjk6c3BfYXRmX25leHQ6MzAwNTg3ODQ3NDEzNzMyOjowOjo&url=%2FLenovo-7235HS-Refresh-Windows-83JC00HNIN%2Fdp%2FB0F832WDMW%2Fref%3Dsr_1_178_sspa%3Fcrid%3D1XZZB0IRDY8XV%26dib%3DeyJ2IjoiMSJ9.EMpl5cA0J-BfMh9E_xxDmtzM48DzZiCyTptnysAkmeV_IdkxS0IdbpN1fbgSzL-YVdpfRiYgPxjmAMT6Vb4R1kM3unBN4kZPQjBJWPqbJa-Z5uHs5razQDEIyooB5zriTWWciu6F6GhWQlJyfZTWTI17d2VFAY1GVvxIrD7rugZHb5aO3Cj10WXe-TXp66GDfCk01FLOpvsrvB-6MYskj4GWgfS7aXA3v3fr08oVHRA.MDPlw3EJBDOvy5dQlKifeLtI1-_F7VF78lPo1xQE8Pc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751351329%26sprefix%3Dlapto%252Caps%252C654%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB
101,"Storite PU Coating Waterproof Rain Cover for Laptop Messenger Bag Upto 15 Inch, Office Bag Cover (Black)",178,https://amazon.in/Storite-Unisex-Adult-Waterproof-Laptop-Messenger/dp/B0D6FM49XX/ref=sr_1_179?crid=1XZZB0IRDY8XV&dib=eyJ2IjoiMSJ9.EMpl5cA0J-BfMh9E_xxDmtzM48DzZiCyTptnysAkmeV_IdkxS0IdbpN1fbgSzL-YVdpfRiYgPxjmAMT6Vb4R1kM3unBN4kZPQjBJWPqbJa-Z5uHs5razQDEIyooB5zriTWWciu6F6GhWQlJyfZTWTI17d2VFAY1GVvxIrD7rugZHb5aO3Cj10WXe-TXp66GDfCk01FLOpvsrvB-6MYskj4GWgfS7aXA3v3fr08oVHRA.MDPlw3EJBDOvy5dQlKifeLtI1-_F7VF78lPo1xQE8Pc&dib_tag=se&keywords=laptop&qid=1751351329&sprefix=lapto%2Caps%2C654&sr=8-179
